id,uri,siglaTipo,codTipo,numero,ano,ementa,texto,termo,termos_id,autores,dataApresentacao,statusProposicao_dataHora,statusProposicao_siglaOrgao,statusProposicao_descricaoTramitacao,statusProposicao_descricaoSituacao,statusProposicao_despacho,keywords,urlInteiroTeor,uriAutores
2367501,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2367501,REQ,294,177,2023,"Solicita realização de reunião para contextualizar e apresentar sugestões para a sustentabilidade, integridade e conformidade tributária do segmento de plataformas digitais de apostas esportivas. Para tanto requer que seja convidado o SR. Cristiano P. Maschio representante da empresa Qesh Tecnology.","Solicita realização de reunião para contextualizar e apresentar sugestões para a sustentabilidade, integridade e conformidade tributária do segmento de plataformas digitais de apostas esportivas. Para tanto requer que seja convidado o SR. Cristiano P. Maschio representante da empresa Qesh Tecnology.",plataformas digitais,49,"Alencar Santana, Jilmar Tatto, Kiko Celeguim, Reimont, Washington Quaquá",2023-06-05T12:05,2023-06-05 12:05:00,CPIFUTE,Apresentação de Proposição,Pronta para Pauta,"Apresentação do REQ n. 177/2023 (Requerimento de Audiência Pública), pelo Deputado Jilmar Tatto (PT/SP -Fdr PT-PCdoB-PV) e outros, que ""Solicita realização de reunião para contextualizar e apresentar sugestões para a sustentabilidade, integridade e conformidade tributária do segmento de plataformas digitais de apostas esportivas. Para tanto requer que seja convidado o SR. Cristiano P. Maschio representante da empresa Qesh Tecnology"".",None,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2284204,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2367501/autores
